customer_id,date,month,month_num,day_of_week,quarter,age,gender,region,occupation,segment,product,channel,amount,balance,tenure_months,num_products,monthly_txn,credit_score,satisfaction,fees_paid,churned,is_fraud
CUST-04694,2024-06-04,June,6,Tuesday,Q2,58,Male,Abuja,Trader,SME,Mobile Loan,Mobile App,1842000,16321000,115,2,16,704,6.0,1800,Yes,No
CUST-04695,2024-11-19,November,11,Tuesday,Q4,35,Female,Port Harcourt,Accountant,Corporate,Mortgage,Mobile App,17191000,29028000,111,2,16,683,7.9,17200,No,No
CUST-04696,2024-05-07,May,5,Tuesday,Q2,20,Female,Kano,Civil Servant,Student,Current Account,Mobile App,11000,116000,49,1,40,531,4.7,0,Yes,No
CUST-04697,2024-09-09,September,9,Monday,Q3,37,Female,Port Harcourt,Entrepreneur,SME,Mortgage,USSD,573000,6655000,50,2,34,676,7.9,1100,No,No
CUST-04698,2024-11-29,November,11,Friday,Q4,30,Female,Kano,Lawyer,Retail,Fixed Deposit,USSD,42000,114000,51,2,3,457,6.7,100,Yes,No
CUST-04699,2024-12-17,December,12,Tuesday,Q4,35,Female,Enugu,Lawyer,Premium,Current Account,USSD,210000,2739000,100,5,26,739,8.7,400,No,No
CUST-04700,2024-04-03,April,4,Wednesday,Q2,18,Female,Lagos,Doctor,Student,Insurance Plan,Mobile App,26000,341000,61,1,36,438,8.2,0,Yes,No
CUST-04701,2024-10-31,October,10,Thursday,Q4,40,Male,Port Harcourt,Doctor,Corporate,Credit Card,Mobile App,934000,9690000,83,1,6,818,6.7,900,No,No
CUST-04702,2024-07-14,July,7,Sunday,Q3,24,Female,Ibadan,Engineer,Student,Insurance Plan,USSD,19000,18000,18,1,28,301,7.7,0,No,No
CUST-04703,2024-09-28,September,9,Saturday,Q3,34,Female,Ibadan,Student,Student,Mortgage,Web Portal,10000,100000,55,3,5,416,5.9,0,No,No
CUST-04704,2024-03-25,March,3,Monday,Q1,37,Female,Lagos,Accountant,Premium,Current Account,Branch,1020000,11659000,80,1,40,706,7.3,3100,No,No
CUST-04705,2024-06-27,June,6,Thursday,Q2,39,Female,Kano,Civil Servant,Retail,Fixed Deposit,Branch,154000,464000,90,3,31,690,7.3,500,Yes,No
CUST-04706,2024-10-11,October,10,Friday,Q4,30,Female,Ibadan,Doctor,Retail,Insurance Plan,Mobile App,132000,1177000,45,5,27,593,6.4,100,No,No
CUST-04707,2024-02-09,February,2,Friday,Q1,47,Male,Ibadan,Student,Student,Insurance Plan,Mobile App,21000,30000,112,1,10,555,6.6,0,No,No
CUST-04708,2024-02-08,February,2,Thursday,Q1,45,Male,Enugu,Teacher,Retail,Credit Card,Mobile App,265000,2595000,89,3,3,577,5.5,300,No,No
CUST-04709,2024-08-21,August,8,Wednesday,Q3,32,Male,Port Harcourt,Lawyer,Corporate,Fixed Deposit,Web Portal,1479000,21240000,119,2,11,624,8.3,2200,No,No
CUST-04710,2024-09-14,September,9,Saturday,Q3,33,Female,Ibadan,Student,Student,Mortgage,Agent Banking,18000,263000,70,1,30,327,4.0,0,No,No
CUST-04711,2024-10-27,October,10,Sunday,Q4,29,Female,Ibadan,Engineer,Retail,Current Account,Mobile App,78000,1095000,87,3,13,612,5.7,100,Yes,No
CUST-04712,2024-03-24,March,3,Sunday,Q1,48,Male,Enugu,Doctor,Corporate,Investment Fund,Mobile App,747000,4354000,11,4,33,643,8.4,700,Yes,No
CUST-04713,2024-04-17,April,4,Wednesday,Q2,26,Male,Ibadan,Accountant,Retail,Fixed Deposit,Branch,161000,668000,4,3,44,720,9.2,500,Yes,No
CUST-04714,2024-05-19,May,5,Sunday,Q2,48,Male,Port Harcourt,Entrepreneur,SME,Investment Fund,Branch,148000,916000,89,4,8,765,7.1,400,Yes,No
CUST-04715,2024-08-18,August,8,Sunday,Q3,50,Male,Port Harcourt,Accountant,Corporate,Savings Account,USSD,2031000,12891000,26,2,19,656,8.0,4100,No,No
CUST-04716,2024-08-19,August,8,Monday,Q3,35,Male,Abuja,Doctor,Corporate,Current Account,Branch,2339000,11704000,8,4,28,707,8.2,7000,Yes,No
CUST-04717,2024-08-12,August,8,Monday,Q3,20,Female,Ibadan,Trader,Student,Savings Account,Web Portal,20000,239000,35,1,6,443,5.0,0,No,No
CUST-04718,2024-07-02,July,7,Tuesday,Q3,36,Male,Enugu,Entrepreneur,SME,Savings Account,Branch,693000,5096000,106,2,44,506,9.4,2100,No,No
CUST-04719,2024-07-06,July,7,Saturday,Q3,29,Male,Port Harcourt,Accountant,Retail,Fixed Deposit,Mobile App,463000,1976000,95,1,20,741,8.2,500,No,No
CUST-04720,2024-12-20,December,12,Friday,Q4,34,Male,Port Harcourt,Lawyer,Premium,Current Account,Web Portal,188000,1802000,42,1,27,511,5.3,300,No,No
CUST-04721,2024-02-22,February,2,Thursday,Q1,42,Female,Lagos,Lawyer,Corporate,Investment Fund,Mobile App,2867000,23257000,17,5,22,823,7.8,2900,No,No
CUST-04722,2024-11-14,November,11,Thursday,Q4,26,Male,Abuja,Doctor,Retail,Mortgage,Mobile App,172000,1677000,61,2,10,516,6.4,200,No,No
CUST-04723,2024-03-29,March,3,Friday,Q1,44,Male,Lagos,Teacher,Retail,Mobile Loan,Web Portal,182000,1168000,10,1,28,713,6.1,300,No,No
CUST-04724,2024-04-21,April,4,Sunday,Q2,32,Male,Lagos,Student,Student,Fixed Deposit,Web Portal,8000,86000,97,2,10,520,4.8,0,No,No
CUST-04725,2024-01-24,January,1,Wednesday,Q1,45,Female,Ibadan,Engineer,Premium,Savings Account,USSD,466000,1601000,30,3,14,746,7.8,900,Yes,No
CUST-04726,2024-03-15,March,3,Friday,Q1,42,Male,Port Harcourt,Teacher,Retail,Mobile Loan,USSD,39000,80000,11,3,15,503,5.5,100,No,No
CUST-04727,2024-04-02,April,4,Tuesday,Q2,22,Male,Enugu,Doctor,Student,Mortgage,Mobile App,4000,16000,102,2,12,483,5.9,0,No,No
CUST-04728,2024-09-15,September,9,Sunday,Q3,45,Female,Port Harcourt,Accountant,Premium,Mobile Loan,USSD,696000,4429000,34,3,38,584,4.4,1400,No,No
CUST-04729,2024-09-05,September,9,Thursday,Q3,40,Female,Abuja,Engineer,Corporate,Mortgage,Branch,2044000,16285000,103,5,43,660,6.9,6100,No,No
CUST-04730,2024-09-29,September,9,Sunday,Q3,30,Male,Kano,Civil Servant,Retail,Mobile Loan,USSD,112000,993000,64,1,29,567,10.0,200,No,No
CUST-04731,2024-06-18,June,6,Tuesday,Q2,39,Male,Lagos,Lawyer,Corporate,Fixed Deposit,Mobile App,274000,2888000,51,2,10,805,6.4,300,No,No
CUST-04732,2024-10-29,October,10,Tuesday,Q4,34,Female,Ibadan,Trader,SME,Mortgage,Branch,796000,752000,67,1,6,601,7.7,2400,Yes,No
CUST-04733,2024-08-05,August,8,Monday,Q3,44,Male,Kano,Farmer,Retail,Fixed Deposit,Web Portal,45000,256000,94,1,7,423,7.6,100,Yes,No
CUST-04734,2024-03-15,March,3,Friday,Q1,39,Male,Port Harcourt,Trader,SME,Current Account,Mobile App,534000,7049000,60,3,39,463,6.3,500,Yes,No
CUST-04735,2024-12-25,December,12,Wednesday,Q4,38,Male,Abuja,Entrepreneur,SME,Mobile Loan,Mobile App,3100000,19206000,53,4,42,724,7.5,3100,Yes,No
CUST-04736,2024-04-22,April,4,Monday,Q2,47,Male,Enugu,Engineer,Premium,Fixed Deposit,Web Portal,1734000,13802000,103,2,22,596,9.4,2600,No,No
CUST-04737,2024-08-12,August,8,Monday,Q3,48,Female,Port Harcourt,Lawyer,Corporate,Investment Fund,Branch,3417000,10886000,94,2,18,654,8.4,10300,No,No
CUST-04738,2024-01-01,January,1,Monday,Q1,35,Female,Port Harcourt,Civil Servant,Retail,Savings Account,USSD,122000,189000,82,3,28,481,6.8,200,No,No
CUST-04739,2024-07-22,July,7,Monday,Q3,29,Male,Enugu,Lawyer,Retail,Current Account,Mobile App,212000,2234000,15,5,38,674,10.0,200,No,No
CUST-04740,2024-10-03,October,10,Thursday,Q4,23,Male,Port Harcourt,Entrepreneur,Student,Current Account,Mobile App,9000,70000,32,3,20,503,7.3,0,No,No
CUST-04741,2024-05-07,May,5,Tuesday,Q2,18,Male,Enugu,Teacher,Student,Current Account,Mobile App,9000,72000,117,3,12,559,7.1,0,No,No
CUST-04742,2024-10-06,October,10,Sunday,Q4,52,Male,Ibadan,Trader,SME,Savings Account,Branch,214000,2928000,24,3,34,728,5.3,600,No,No
CUST-04743,2024-03-27,March,3,Wednesday,Q1,42,Female,Kano,Accountant,Corporate,Savings Account,USSD,925000,12568000,28,3,4,809,7.7,1800,No,No
CUST-04744,2024-09-22,September,9,Sunday,Q3,47,Female,Abuja,Accountant,Corporate,Mortgage,USSD,7078000,38863000,34,1,43,822,10.0,14200,No,No
CUST-04745,2024-02-14,February,2,Wednesday,Q1,42,Male,Enugu,Engineer,Corporate,Insurance Plan,USSD,1525000,6413000,7,1,32,683,10.0,3000,No,No
CUST-04746,2024-10-27,October,10,Sunday,Q4,50,Male,Abuja,Lawyer,Corporate,Investment Fund,Web Portal,5024000,40620000,7,4,28,845,9.3,7500,No,No
CUST-04747,2024-10-09,October,10,Wednesday,Q4,37,Male,Ibadan,Trader,SME,Fixed Deposit,Branch,498000,6723000,22,1,44,574,6.9,1500,Yes,No
CUST-04748,2024-11-18,November,11,Monday,Q4,25,Male,Enugu,Trader,SME,Mobile Loan,USSD,88000,698000,109,1,29,576,4.4,200,No,No
CUST-04749,2024-05-21,May,5,Tuesday,Q2,39,Female,Kano,Engineer,Corporate,Savings Account,Mobile App,567000,6076000,48,1,37,786,6.0,600,Yes,No
CUST-04750,2024-04-08,April,4,Monday,Q2,44,Female,Lagos,Lawyer,Corporate,Investment Fund,Mobile App,9199000,45668000,73,1,24,643,10.0,9200,Yes,No
CUST-04751,2024-06-11,June,6,Tuesday,Q2,63,Male,Enugu,Accountant,Corporate,Savings Account,Mobile App,534000,1358000,118,2,8,623,10.0,500,No,No
CUST-04752,2024-05-02,May,5,Thursday,Q2,36,Female,Kano,Farmer,Retail,Insurance Plan,Web Portal,1585000,10257000,56,5,8,538,6.5,2400,No,No
CUST-04753,2024-07-05,July,7,Friday,Q3,37,Female,Ibadan,Entrepreneur,SME,Insurance Plan,Mobile App,2278000,11577000,108,3,20,625,8.9,2300,Yes,No
CUST-04754,2024-11-12,November,11,Tuesday,Q4,31,Female,Enugu,Engineer,Premium,Current Account,USSD,387000,1324000,92,1,41,625,6.7,800,Yes,No
CUST-04755,2024-05-23,May,5,Thursday,Q2,38,Female,Lagos,Accountant,Corporate,Mortgage,Mobile App,738000,8914000,10,2,42,737,4.5,700,Yes,No
CUST-04756,2024-03-01,March,3,Friday,Q1,29,Male,Port Harcourt,Trader,SME,Mobile Loan,Web Portal,170000,2170000,115,3,11,720,10.0,300,Yes,No
CUST-04757,2024-02-19,February,2,Monday,Q1,18,Male,Kano,Teacher,Student,Credit Card,Mobile App,8000,8000,50,2,3,374,7.0,0,No,No
CUST-04758,2024-01-18,January,1,Thursday,Q1,23,Female,Enugu,Trader,Student,Savings Account,Mobile App,3000,38000,99,4,32,484,6.9,0,No,No
CUST-04759,2024-01-25,January,1,Thursday,Q1,18,Female,Port Harcourt,Accountant,Student,Insurance Plan,USSD,21000,183000,3,2,32,342,9.7,0,No,No
CUST-04760,2024-05-16,May,5,Thursday,Q2,41,Female,Kano,Civil Servant,Retail,Investment Fund,Mobile App,54000,375000,13,1,21,434,10.0,100,No,No
CUST-04761,2024-02-14,February,2,Wednesday,Q1,39,Female,Abuja,Farmer,Retail,Investment Fund,USSD,106000,1364000,60,2,29,685,7.7,200,No,No
CUST-04762,2024-04-12,April,4,Friday,Q2,28,Female,Ibadan,Entrepreneur,SME,Mortgage,Branch,233000,2423000,73,2,32,524,7.1,700,Yes,No
CUST-04763,2024-06-11,June,6,Tuesday,Q2,56,Male,Ibadan,Civil Servant,Retail,Mobile Loan,Mobile App,70000,180000,90,4,29,540,4.1,100,No,No
CUST-04764,2024-06-22,June,6,Saturday,Q2,48,Female,Enugu,Entrepreneur,SME,Mortgage,USSD,703000,2154000,98,2,2,521,9.8,1400,No,No
CUST-04765,2024-09-06,September,9,Friday,Q3,19,Male,Kano,Engineer,Student,Savings Account,Mobile App,31000,448000,118,2,34,550,10.0,0,No,No
CUST-04766,2024-03-15,March,3,Friday,Q1,42,Female,Abuja,Engineer,Corporate,Mobile Loan,Agent Banking,589000,4755000,88,1,14,767,7.6,1500,No,No
CUST-04767,2024-11-05,November,11,Tuesday,Q4,36,Male,Ibadan,Teacher,Retail,Insurance Plan,Branch,153000,1445000,104,2,9,455,7.1,500,No,No
CUST-04768,2024-04-20,April,4,Saturday,Q2,48,Male,Kano,Accountant,Corporate,Mortgage,USSD,1171000,17428000,24,3,17,642,9.1,2300,No,No
CUST-04769,2024-05-24,May,5,Friday,Q2,26,Female,Lagos,Teacher,Retail,Credit Card,USSD,152000,1516000,99,1,33,650,4.3,300,Yes,No
CUST-04770,2024-06-02,June,6,Sunday,Q2,30,Male,Kano,Farmer,Retail,Insurance Plan,Agent Banking,61000,169000,53,3,15,768,10.0,200,No,No
CUST-04771,2024-01-23,January,1,Tuesday,Q1,30,Female,Port Harcourt,Student,Student,Investment Fund,Web Portal,8000,62000,59,2,13,539,5.5,0,Yes,No
CUST-04772,2024-04-19,April,4,Friday,Q2,46,Female,Lagos,Student,Student,Insurance Plan,Branch,6000,28000,20,2,17,349,5.1,0,No,No
CUST-04773,2024-05-07,May,5,Tuesday,Q2,52,Male,Kano,Accountant,Premium,Credit Card,Branch,669000,8999000,104,1,19,441,8.1,2000,No,No
CUST-04774,2024-08-22,August,8,Thursday,Q3,27,Male,Enugu,Accountant,Retail,Mobile Loan,Mobile App,478000,3874000,94,3,43,763,4.1,500,No,No
CUST-04775,2024-05-10,May,5,Friday,Q2,35,Male,Abuja,Lawyer,Corporate,Savings Account,Web Portal,2709000,12194000,116,4,16,841,9.5,4100,No,No
CUST-04776,2024-12-25,December,12,Wednesday,Q4,51,Male,Enugu,Lawyer,Premium,Mortgage,Mobile App,179000,2381000,59,1,33,736,6.7,200,No,No
CUST-04777,2024-06-06,June,6,Thursday,Q2,53,Male,Enugu,Entrepreneur,SME,Savings Account,USSD,879000,7190000,54,1,21,495,7.4,1800,No,No
CUST-04778,2024-01-25,January,1,Thursday,Q1,18,Female,Kano,Engineer,Student,Mobile Loan,Web Portal,25000,52000,119,2,33,355,8.7,0,Yes,No
CUST-04779,2024-02-17,February,2,Saturday,Q1,38,Male,Ibadan,Doctor,Premium,Insurance Plan,Branch,400000,3221000,62,4,3,715,9.6,1200,No,No
CUST-04780,2024-09-11,September,9,Wednesday,Q3,23,Female,Enugu,Student,Student,Fixed Deposit,Mobile App,43000,505000,52,1,22,308,7.6,0,No,No
CUST-04781,2024-03-26,March,3,Tuesday,Q1,51,Male,Ibadan,Civil Servant,Retail,Insurance Plan,USSD,104000,888000,41,2,30,733,7.2,200,No,No
CUST-04782,2024-04-18,April,4,Thursday,Q2,45,Male,Ibadan,Teacher,Retail,Investment Fund,Web Portal,53000,251000,108,1,10,617,2.9,100,Yes,No
CUST-04783,2024-11-18,November,11,Monday,Q4,38,Female,Kano,Entrepreneur,SME,Mobile Loan,Branch,324000,1407000,54,3,4,481,7.5,1000,No,No
CUST-04784,2024-06-22,June,6,Saturday,Q2,42,Female,Lagos,Student,Student,Fixed Deposit,Web Portal,4000,32000,65,2,22,584,10.0,0,No,No
CUST-04785,2024-11-21,November,11,Thursday,Q4,55,Male,Port Harcourt,Student,Student,Insurance Plan,Branch,20000,77000,55,1,40,459,7.3,100,No,No
CUST-04786,2024-09-06,September,9,Friday,Q3,25,Female,Port Harcourt,Civil Servant,Retail,Insurance Plan,Mobile App,194000,1302000,41,2,40,643,7.9,200,No,No
CUST-04787,2024-12-12,December,12,Thursday,Q4,27,Female,Lagos,Lawyer,Retail,Savings Account,Mobile App,41000,73000,57,3,45,601,5.1,0,Yes,No
CUST-04788,2024-11-24,November,11,Sunday,Q4,35,Female,Kano,Doctor,Premium,Investment Fund,Web Portal,412000,4541000,24,3,14,795,7.3,600,No,No
CUST-04789,2024-02-15,February,2,Thursday,Q1,55,Male,Abuja,Accountant,Premium,Mortgage,Web Portal,1443000,3743000,91,3,30,530,6.0,2200,No,No
CUST-04790,2024-09-21,September,9,Saturday,Q3,38,Male,Enugu,Student,Student,Current Account,Mobile App,8000,113000,92,2,8,601,4.1,0,Yes,No
CUST-04791,2024-10-15,October,10,Tuesday,Q4,37,Female,Port Harcourt,Trader,SME,Current Account,Web Portal,228000,1382000,83,3,6,541,5.9,300,No,No
CUST-04792,2024-08-15,August,8,Thursday,Q3,44,Female,Ibadan,Entrepreneur,SME,Credit Card,Branch,1088000,1432000,120,4,34,746,9.3,3300,No,No
CUST-04793,2024-06-15,June,6,Saturday,Q2,32,Female,Ibadan,Civil Servant,Retail,Mobile Loan,Branch,63000,752000,33,2,42,552,8.9,200,No,No
CUST-04794,2024-05-25,May,5,Saturday,Q2,49,Male,Ibadan,Engineer,Premium,Insurance Plan,Web Portal,64000,708000,17,3,19,537,5.2,100,No,No
CUST-04795,2024-01-25,January,1,Thursday,Q1,32,Female,Ibadan,Doctor,Corporate,Current Account,USSD,7356000,54308000,71,1,21,789,5.3,14700,No,No
CUST-04796,2024-10-25,October,10,Friday,Q4,21,Male,Port Harcourt,Trader,Student,Savings Account,Mobile App,9000,124000,83,4,30,367,5.8,0,No,No
CUST-04797,2024-12-17,December,12,Tuesday,Q4,50,Female,Abuja,Engineer,Corporate,Investment Fund,Web Portal,4354000,29288000,58,3,38,760,5.0,6500,No,No
CUST-04798,2024-04-09,April,4,Tuesday,Q2,38,Female,Kano,Farmer,Retail,Mobile Loan,Agent Banking,301000,1300000,118,3,16,604,2.0,800,Yes,No
CUST-04799,2024-11-26,November,11,Tuesday,Q4,39,Male,Lagos,Farmer,Retail,Investment Fund,Mobile App,196000,2744000,91,2,41,737,3.6,200,No,No
CUST-04800,2024-01-09,January,1,Tuesday,Q1,24,Male,Enugu,Accountant,Student,Credit Card,Web Portal,7000,52000,82,3,21,440,9.7,0,No,No
CUST-04801,2024-02-01,February,2,Thursday,Q1,33,Male,Kano,Trader,SME,Investment Fund,Agent Banking,406000,2031000,20,4,5,544,8.1,1000,No,No
CUST-04802,2024-05-14,May,5,Tuesday,Q2,41,Female,Kano,Student,Student,Insurance Plan,USSD,5000,28000,35,1,1,464,6.4,0,No,No
CUST-04803,2024-06-30,June,6,Sunday,Q2,30,Male,Lagos,Trader,SME,Fixed Deposit,Mobile App,367000,4032000,38,1,35,613,10.0,400,Yes,No
CUST-04804,2024-01-12,January,1,Friday,Q1,34,Female,Abuja,Student,Student,Mortgage,USSD,9000,73000,63,4,36,383,6.7,0,No,No
CUST-04805,2024-05-13,May,5,Monday,Q2,50,Female,Ibadan,Engineer,Premium,Investment Fund,Mobile App,874000,1507000,109,1,3,638,7.3,900,No,No
CUST-04806,2024-02-27,February,2,Tuesday,Q1,36,Male,Abuja,Trader,SME,Investment Fund,Mobile App,595000,1973000,11,2,5,761,7.5,600,No,No
CUST-04807,2024-04-01,April,4,Monday,Q2,32,Female,Port Harcourt,Entrepreneur,SME,Investment Fund,Branch,242000,383000,90,1,40,492,5.4,700,No,No
CUST-04808,2024-12-01,December,12,Sunday,Q4,50,Male,Abuja,Engineer,Corporate,Savings Account,Branch,11285000,16625000,119,2,40,741,5.0,33900,No,No
CUST-04809,2024-04-01,April,4,Monday,Q2,31,Female,Enugu,Trader,SME,Credit Card,Mobile App,103000,600000,92,3,41,696,5.1,100,No,No
CUST-04810,2024-05-27,May,5,Monday,Q2,23,Female,Ibadan,Trader,Student,Savings Account,Mobile App,10000,104000,68,1,25,521,5.0,0,No,No
CUST-04811,2024-06-28,June,6,Friday,Q2,18,Male,Abuja,Farmer,Student,Current Account,USSD,10000,149000,70,4,34,372,7.6,0,No,No
CUST-04812,2024-05-07,May,5,Tuesday,Q2,32,Female,Enugu,Doctor,Premium,Savings Account,Web Portal,2586000,28458000,64,3,39,687,9.2,3900,No,No
CUST-04813,2024-10-28,October,10,Monday,Q4,66,Male,Lagos,Lawyer,Corporate,Current Account,Mobile App,7822000,59181000,91,1,13,661,8.9,7800,No,No
CUST-04814,2024-05-24,May,5,Friday,Q2,67,Female,Port Harcourt,Teacher,Retail,Current Account,Mobile App,727000,3963000,54,3,33,719,6.3,700,No,No
CUST-04815,2024-01-15,January,1,Monday,Q1,32,Female,Abuja,Teacher,Retail,Current Account,Web Portal,173000,2220000,109,4,25,632,8.7,300,No,No
CUST-04816,2024-05-12,May,5,Sunday,Q2,55,Female,Kano,Lawyer,Corporate,Savings Account,Mobile App,11812000,147877000,73,3,36,769,5.7,11800,No,No
CUST-04817,2024-03-19,March,3,Tuesday,Q1,46,Female,Abuja,Entrepreneur,SME,Mortgage,Mobile App,268000,1889000,92,2,44,516,4.8,300,Yes,No
CUST-04818,2024-03-21,March,3,Thursday,Q1,21,Female,Ibadan,Entrepreneur,Student,Mortgage,USSD,13000,111000,92,1,4,531,6.7,0,No,No
CUST-04819,2024-01-22,January,1,Monday,Q1,54,Male,Abuja,Accountant,Premium,Insurance Plan,Web Portal,442000,6118000,60,3,28,597,9.6,700,No,No
CUST-04820,2024-07-31,July,7,Wednesday,Q3,42,Female,Enugu,Doctor,Corporate,Fixed Deposit,Agent Banking,3530000,40413000,83,5,33,676,7.8,8800,No,No
CUST-04821,2024-08-13,August,8,Tuesday,Q3,42,Male,Kano,Trader,SME,Insurance Plan,USSD,1423000,12666000,41,3,42,611,7.9,2800,Yes,No
CUST-04822,2024-08-06,August,8,Tuesday,Q3,36,Male,Ibadan,Accountant,Corporate,Fixed Deposit,Branch,3427000,18215000,110,1,36,806,4.9,10300,Yes,No
CUST-04823,2024-08-28,August,8,Wednesday,Q3,27,Female,Enugu,Doctor,Retail,Credit Card,Mobile App,58000,116000,108,4,22,719,9.9,100,No,No
CUST-04824,2024-12-15,December,12,Sunday,Q4,43,Female,Ibadan,Engineer,Corporate,Credit Card,Web Portal,929000,12636000,64,1,1,745,8.3,1400,Yes,No
CUST-04825,2024-01-15,January,1,Monday,Q1,41,Female,Abuja,Civil Servant,Retail,Credit Card,Web Portal,536000,4742000,13,5,43,560,9.0,800,No,No
CUST-04826,2024-06-30,June,6,Sunday,Q2,22,Male,Port Harcourt,Teacher,Student,Investment Fund,Web Portal,8000,120000,6,4,19,618,4.1,0,No,No
CUST-04827,2024-04-02,April,4,Tuesday,Q2,55,Male,Ibadan,Civil Servant,Retail,Current Account,Branch,39000,478000,80,2,22,701,5.9,100,Yes,No
CUST-04828,2024-03-16,March,3,Saturday,Q1,24,Male,Ibadan,Accountant,Student,Mortgage,Agent Banking,26000,328000,17,3,28,421,7.7,100,No,No
CUST-04829,2024-05-19,May,5,Sunday,Q2,62,Male,Ibadan,Entrepreneur,SME,Investment Fund,Branch,417000,1040000,51,1,10,497,6.0,1300,Yes,No
CUST-04830,2024-04-13,April,4,Saturday,Q2,33,Male,Lagos,Farmer,Retail,Current Account,Mobile App,76000,776000,92,3,19,725,8.5,100,No,No
CUST-04831,2024-03-15,March,3,Friday,Q1,26,Male,Kano,Civil Servant,Retail,Insurance Plan,Mobile App,236000,2767000,73,1,8,646,7.4,200,No,No
CUST-04832,2024-02-19,February,2,Monday,Q1,47,Female,Lagos,Farmer,Retail,Current Account,Web Portal,134000,1340000,62,3,13,602,6.0,200,No,No
CUST-04833,2024-01-13,January,1,Saturday,Q1,40,Female,Abuja,Accountant,Corporate,Credit Card,Web Portal,2268000,25170000,61,1,5,797,5.2,3400,No,No
CUST-04834,2024-12-20,December,12,Friday,Q4,30,Female,Abuja,Civil Servant,Retail,Current Account,Mobile App,163000,2349000,87,2,29,682,9.0,200,No,No
CUST-04835,2024-12-05,December,12,Thursday,Q4,50,Male,Port Harcourt,Trader,SME,Mobile Loan,USSD,70000,673000,41,4,12,600,8.1,100,Yes,No
CUST-04836,2024-01-11,January,1,Thursday,Q1,33,Female,Abuja,Accountant,Corporate,Credit Card,USSD,16626000,177970000,4,4,31,673,4.0,33300,No,Yes
CUST-04837,2024-08-13,August,8,Tuesday,Q3,43,Male,Port Harcourt,Doctor,Premium,Fixed Deposit,Mobile App,608000,4397000,8,1,28,565,6.4,600,Yes,No
CUST-04838,2024-06-23,June,6,Sunday,Q2,58,Female,Abuja,Trader,SME,Insurance Plan,Mobile App,460000,4955000,46,2,30,630,6.5,500,Yes,No
CUST-04839,2024-01-04,January,1,Thursday,Q1,40,Female,Ibadan,Doctor,Corporate,Savings Account,Mobile App,1086000,6439000,40,4,11,693,4.3,1100,Yes,No
CUST-04840,2024-06-02,June,6,Sunday,Q2,22,Male,Enugu,Doctor,Student,Mobile Loan,USSD,17000,102000,15,1,44,356,7.1,0,Yes,No
CUST-04841,2024-10-29,October,10,Tuesday,Q4,27,Male,Kano,Engineer,Retail,Current Account,USSD,10000,127000,72,2,34,652,10.0,0,No,No
CUST-04842,2024-06-16,June,6,Sunday,Q2,33,Male,Enugu,Doctor,Premium,Mobile Loan,Web Portal,1608000,4316000,65,1,21,462,9.0,2400,Yes,No
CUST-04843,2024-11-06,November,11,Wednesday,Q4,39,Female,Ibadan,Accountant,Corporate,Mortgage,Agent Banking,3778000,8975000,35,2,24,730,7.5,9400,No,No
CUST-04844,2024-10-02,October,10,Wednesday,Q4,30,Female,Kano,Accountant,Retail,Insurance Plan,Agent Banking,237000,1440000,40,1,17,443,7.2,600,No,No
CUST-04845,2024-02-17,February,2,Saturday,Q1,29,Male,Port Harcourt,Accountant,Retail,Savings Account,Mobile App,157000,187000,20,2,17,499,6.0,200,No,No
CUST-04846,2024-01-08,January,1,Monday,Q1,41,Female,Port Harcourt,Trader,SME,Insurance Plan,Web Portal,427000,5203000,64,2,41,502,7.2,600,No,No
CUST-04847,2024-08-22,August,8,Thursday,Q3,29,Male,Port Harcourt,Farmer,Retail,Investment Fund,Mobile App,707000,3780000,54,3,25,484,8.0,700,No,No
CUST-04848,2024-01-31,January,1,Wednesday,Q1,38,Male,Ibadan,Lawyer,Corporate,Insurance Plan,Branch,11467000,61626000,56,3,10,697,4.8,34400,Yes,No
CUST-04849,2024-06-10,June,6,Monday,Q2,45,Male,Port Harcourt,Civil Servant,Retail,Fixed Deposit,Branch,321000,516000,50,1,34,736,2.7,1000,Yes,No
CUST-04850,2024-12-06,December,12,Friday,Q4,40,Female,Ibadan,Doctor,Premium,Savings Account,Mobile App,242000,1849000,95,3,17,728,8.6,200,No,No
CUST-04851,2024-09-18,September,9,Wednesday,Q3,35,Female,Abuja,Civil Servant,Retail,Current Account,Web Portal,680000,822000,116,4,10,427,6.9,1000,No,No
CUST-04852,2024-08-25,August,8,Sunday,Q3,44,Male,Ibadan,Teacher,Retail,Mortgage,Agent Banking,161000,737000,9,5,45,575,3.2,400,Yes,No
CUST-04853,2024-09-30,September,9,Monday,Q3,29,Female,Ibadan,Engineer,Retail,Investment Fund,USSD,32000,51000,12,4,13,573,8.2,100,No,No
CUST-04854,2024-01-16,January,1,Tuesday,Q1,27,Female,Kano,Trader,SME,Investment Fund,Mobile App,61000,799000,112,2,14,520,6.9,100,No,No
CUST-04855,2024-09-18,September,9,Wednesday,Q3,60,Male,Lagos,Entrepreneur,SME,Mobile Loan,Agent Banking,182000,1026000,49,2,16,489,4.9,500,Yes,No
CUST-04856,2024-06-29,June,6,Saturday,Q2,27,Male,Lagos,Civil Servant,Retail,Current Account,Mobile App,247000,1607000,92,3,44,538,5.3,200,No,No
CUST-04857,2024-08-22,August,8,Thursday,Q3,26,Male,Lagos,Lawyer,Retail,Mortgage,Mobile App,92000,1155000,85,2,6,511,6.8,100,No,No
