LicenseID,CompanyName,MineralType,MineSite,LicenseType,LicenseIssueDate,LicenseExpiryDate,QuantityMined_tonnes,RevenueNGN,RoyaltyPaidNGN,MineStatus,ContactPhone,State,EnvironmentalClearance,NMRCRegistered
MML600410,Funmilayo Ajayi Mining Ltd,COAL,Plateau Mining Zone,Mining Lease,2017/07/17,2021-06-26,68870.81,184557647370.48 naira,"N11,126,996,923",active,0438 057 1983,Sokoto,false,N
MML600369,Obinna Mohammed Mining Ltd,gold,Plateau Mining Zone,Quarry lease,06.09.2020,18-Dec-2022,23662.24,"NGN 5,214,126,211",,Suspended ,09935387584,Kogi,No,Y
MML600058,Halima Nnamdi Mining Ltd,Iron ore,Sokoto Gypsum Deposit,Exploration,2011-12-03,16/10/2018,NULL,29093150854.12,1484983597.66,INACTIVE,234-537-556-464,Ebonyi,true,Y
MML600221,Sadiq Ajayi Mining Ltd,Limestone,Kogi Iron Ore Field,exploration,2014/11/12,2022/08/02,54237.23,173609805556.06,"N6,041,462,275",INACTIVE,02265676618,Nasarawa,Yes,1
MML600415,HALIMA OGUNDIMU MINING LTD,GOLD,Cross River Barite Site,Small Scale,20/09/2012,21-Aug-2019,67847.57,"NGN 186,689,641,295",10523304966.14 naira,INACTIVE,(202) 590-9479,Cross River,0,1
MML600005,Kemi Olawale Mining Ltd,Lead,Kogi Iron Ore Field,small-scale mining,05.04.2010,20.11.2018,61261.49,"₦188,906,613,149.83",9724688253.67 naira,Active,0781 618 4959,Plateau,No,no
MML600292,  Ibrahim Adeyemi Mining Ltd   ,Tin,Nasarawa Barytes Mine,Quarry lease,12 July 2018,2023-06-20,71607.37,"N71,375,068,496",4541407732.68,active,234-271-361-115,Ebonyi,N,0
MML600154,Ngozi Yusuf Mining Ltd,GOLD,Plateau Mining Zone,small-scale mining,10/09/2018,14/09/2028,67786.29,168006549556.65 naira,,Reclaimed,81814124782,Ebonyi,N,1
MML600250,Amaka Afolabi Mining Ltd,Lead,Nasarawa Barytes Mine,Quarry lease,2017/08/06,03-Nov-2020,50571.87,"₦225,471,793,118.52","₦7,871,330,036.68",Abandoned,66296194311,Kogi,Yes,No
MML600307,Kemi Abubakar Mining Ltd,Tin,Nasarawa Barytes Mine,Exploration,2017-05-21,10.03.2021,25731.17,"94,671,748,666.79 ","₦5,428,627,005.42",Suspended,+234000307562,Cross River,false,false
MML600111,Adaeze Suleiman Mining Ltd,COAL,Cross River Barite Site,MINING LEASE,2018/03/01,16.06.2023,86221.92 short tons,66202950401.88 naira,"₦4,529,187,848.87",Active,07586926179,Sokoto,yes,yes
MML600302,BOLA CHUKWU MINING LTD,GOLD,Plateau Mining Zone,Exploration,2014-08-09,2020-02-03,15661.19,"N69,769,932,622","₦3,105,647,091.78",active,09146303161,Kogi,1,true
MML600278,Bola Olawale Mining Ltd,Zinc,Zamfara Gold Belt,small-scale mining,2013-07-23,07.07.2016,Unknown,"NGN 283,637,779,854","N8,871,849,477",Inactive,0903 404 3842,Sokoto,No,No
MML600052,KUNLE OLAWALE MINING LTD,Tin,Ebonyi Lead-Zinc Site,Mining Lease,05/06/2016,2021-09-08,34745.69,"NGN 54,055,044,457",--,INACTIVE,71434558122,Zamfara,true,true
MML600102,Emeka Mohammed Mining Ltd,Zinc,Benue Coal Field,Small Scale,2011/05/01,09-Jun-2015,73699.11,45299331178.84,2928291541.82 naira,active,234-367-136-959,Sokoto,0,no
MML600244,wale chukwu mining ltd   ,Columbite,Zamfara Gold Belt,Quarry Lease,14.01.2013,16.01.2018,13881.67,"N17,537,866,914","₦820,431,239.05",INACTIVE,06668700217,Kogi,TRUE,yes
MML600043,Halima Yusuf Mining Ltd,Gold,Plateau Mining Zone,Small Scale,20-Dec-2014,12-Nov-2022,3686.51,n/a,,active,(615) 951-4846,Ebonyi,1,FALSE
MML600227,  AMARA OKONKWO MINING LTD,Columbite,Sokoto Gypsum Deposit,Small-Scale Mining,30/01/2013,08.09.2017,71096.38,254475445787.94,,Abandoned,04283644089,Kogi,No,false
MML600060,Kemi Balogun Mining Ltd,Coal,Benue Coal Field,Quarry Lease,2014-03-11,2020-10-02,58825.98,"N99,103,765,254","N6,133,694,088",INACTIVE,09232719374,Ebonyi,FALSE,1
MML600414,Chidi Nnamdi Mining Ltd,GOLD,Cross River Barite Site,Quarry lease,20/05/2012,03/18/2020,17976.16,"₦25,945,363,076.94",,Reclaimed,(648) 422-9405,Benue,TRUE,false
MML600101,Tunde Nwosu Mining Ltd,COAL,Kogi Iron Ore Field,Quarry Lease,02.02.2020,13/01/2024,29629.37,"N109,167,701,299",?,active,(482) 175-9464,Zamfara,Y,1
MML600038,Emeka Abubakar Mining Ltd,Tin,Zamfara Gold Belt,Exploration,21-Feb-2021,unknown date,65938.1,"NGN 70,819,289,167","₦4,396,268,722.73",Suspended,234-634-216-073,Nasarawa,Y,yes
MML600325,Kemi Balogun Mining Ltd,Iron Ore,Nasarawa Barytes Mine,Exploration,13.06.2012,01/08/2020,14121.14,"NGN 19,125,797,057",unknown,Abandoned,(768) 701-4626,Benue,no,no
MML600405,  OBINNA MOHAMMED MINING LTD,COAL,Sokoto Gypsum Deposit,exploration,05/03/2019,,69268.86 short tons,"₦263,026,244,501.82","NGN 17,228,415,059",Active,08669346547,Benue,1,false
MML600164,Aliyu Okeke Mining Ltd,Iron ore,Cross River Barite Site,Quarry lease,10 August 2014,2023-04-27,68364.51,127797920982.74,"NGN 4,378,782,168",Suspended,72217043030,Zamfara,false,N
MML600027,Adaeze Suleiman Mining Ltd,Gold,Nasarawa Barytes Mine,Small Scale,2014-01-09,31/05/2018,1203.1,"₦2,919,804,770.25",,Abandoned,20812191361,Plateau,Y,Y
MML600007,Femi Nwosu Mining Ltd,Gold,Zamfara Gold Belt,Exploration,16/02/2020,25/06/2022,21072.35,7057451129.21 naira,217661464.36,Abandoned,0255 341 9283,Benue,N,No
MML600275,Ngozi Ogundimu Mining Ltd,limestone,Plateau Mining Zone,Small Scale,05/24/2020,20.01.2023,,"₦5,925,952,964.76",217151922.53 naira,Suspended ,96627828274,Nasarawa,Yes,0
MML600312,Emeka Okonkwo Mining Ltd,Barite,Sokoto Gypsum Deposit,Quarry lease,11 February 2014,2022-12-12,53277.41 short tons,87061512819.04,5905164278.02 naira,active,00603850506,Sokoto,Yes,No
MML600238,Zainab Suleiman Mining Ltd,Tin,Kogi Iron Ore Field,Small-Scale Mining,2017-12-02,08-Feb-2022,38754.03,"N30,627,917,292",,INACTIVE,+234228728080,Ebonyi,0,TRUE
MML600245,tunde abubakar mining ltd,Columbite ,Zamfara Gold Belt,Quarry lease,14/05/2018,02/05/2028,41216.67,"NGN 64,479,080,592","4,283,443,276.44 ",INACTIVE,234-918-033-974,Plateau,false,No
MML600298,Zainab Balogun Mining Ltd,Iron Ore,Sokoto Gypsum Deposit,Exploration,2011/12/02,06/08/2013,77920.76,"NGN 134,756,812,357","₦8,840,498,253.37",Suspended ,(180) 552-6965,Plateau,0,1
MML600390,Adaeze Okafor Mining Ltd,Gypsum,Cross River Barite Site,small-scale mining,17.08.2020,01/03/2028,94.85 short tons,"NGN 338,677,526","NGN 16,562,256",active,234-746-762-120,Ebonyi,0,Yes
MML600300,Halima Chukwu Mining Ltd   ,gold,Nasarawa Barytes Mine,MINING LEASE,01 February 2013,2023/01/09,3746.49,"2,316,002,723.21 ","₦123,630,290.80",INACTIVE,+234848666188,Cross River,No,no
MML600125,Adaeze Bello Mining Ltd,COAL,Sokoto Gypsum Deposit,Small-Scale Mining,17/09/2017,12.10.2024,35189.16,120214374680.1,"N4,700,443,401",Inactive,0945 198 3273,Kogi,Y,N
MML600439,Tobi  Adeyemi Mining Ltd,Tin ,Plateau Mining Zone,exploration,2018/03/20,01/01/2025,1205.05,Unknown,"NGN 169,059,154",Inactive,0927 503 7314,Zamfara,No,No
MML600107,Ibrahim Adeyemi Mining Ltd,Zinc,Sokoto Gypsum Deposit,Quarry lease,07-Oct-2016,26/01/2020,44008.92,101985189434.0,"6,110,314,698.72 ",Suspended ,71236851604,Kogi,0,No
MML600032,Ifeoma Lawal Mining Ltd,Gold,Benue Coal Field,Mining Lease,27.02.2011,09-Jun-2014,22700.15,"₦14,369,396,273.76","NGN 596,634,085",active,0808 412 4118,Sokoto,N,0
MML600156,Amara Chukwu Mining Ltd,COAL,Kogi Iron Ore Field,Exploration,13.05.2017,2025/04/10,56051.06,"NGN 175,769,884,309","NGN 6,344,554,323",Abandoned,234-615-305-152,Nasarawa,0,TRUE
MML600450,  Chidi Eze Mining Ltd,COAL,Benue Coal Field,Exploration,2020/04/13,2021/09/26,6506.03,11118409788.51,"N398,817,558",active,(103) 886-2912,Cross River,false,Yes
MML600068,Ifeoma Adekunle Mining Ltd,Iron ore,Ebonyi Lead-Zinc Site,Exploration,22 July 2020,2024-10-04,45618.95,174260603813.29 naira,"NGN 8,231,567,446",Inactive,01367837770,Benue,no,no
MML600033,Ngozi Balogun Mining Ltd,Gold,Nasarawa Barytes Mine,exploration,30 March 2013,18-Jul-2018,16202.29,44025353545.89 naira,2634992332.94,Suspended ,234-493-534-874,Cross River,false,N
MML600376,Chinedu Ajayi Mining Ltd,Coal,Benue Coal Field,Exploration,02/04/2012,2013/05/19,37181.07,"NGN 105,913,210,052","NGN 5,690,878,577",Reclaimed,0666 676 0083,Nasarawa,true,Yes
MML600098,Grace Olawale Mining Ltd,Iron ore,Zamfara Gold Belt,MINING LEASE,03-Jun-2014,20.07.2020,9686.62,29395223915.57,"NGN 1,457,396,364",Reclaimed,+234400504556,Ebonyi,false,Y
MML600381,   emeka balogun mining ltd,Gold,Ebonyi Lead-Zinc Site,Small-Scale Mining,28.07.2012,08/03/2015,68768.54,"N134,839,376,965","₦5,047,927,235.25",active,50648909010,Zamfara,FALSE,true
MML600047,AMARA AJAYI MINING LTD,Lead,Sokoto Gypsum Deposit,Quarry lease,05-Mar-2020,12/30/2024,13380.21,19224502354.68 naira,"N826,179,058",Abandoned,234-343-320-037,Plateau,N,1
MML600143,Obinna  Okafor Mining Ltd   ,Gypsum,Cross River Barite Site,Small Scale,2020-01-19,13.01.2022,72810.16,"N148,492,908,971",5159872300.18 naira,INACTIVE,07935978207,Zamfara,true,N
MML600283,Halima Eze Mining Ltd,GOLD,Nasarawa Barytes Mine,small-scale mining,21/10/2015,05/07/2019,70739.55,"₦99,215,211,106.88","NGN 4,654,169,216",Reclaimed,234-544-948-126,Kogi,false,1
MML600137,Segun Adeyemi Mining Ltd,Iron Ore,Zamfara Gold Belt,Exploration,,23-Apr-2016,62396.65,166856948021.12,"N6,133,559,572",Active,68164535218,Zamfara,true,TRUE
MML600312,Emeka Okonkwo Mining Ltd,Barite,Sokoto Gypsum Deposit,Quarry lease,11 February 2014,2022-12-12,53277.41 short tons,87061512819.04,5905164278.02 naira,active,00603850506,Sokoto,Yes,No
MML600021,Amaka Ogundimu Mining Ltd,Gold,Benue Coal Field,Exploration,21-Sep-2018,28-Jun-2023,56854.42,"NGN 204,774,460,249","NGN 12,074,987,837",Suspended ,0311 656 6701,Nasarawa,No,0
MML600091,  aliyu eze mining ltd,Iron ore,Plateau Mining Zone,exploration,21.12.2012,13 December 2014,15928.71,"N32,611,713,911","NGN 1,701,992,305",Suspended,234-821-465-840,Sokoto,Y,No
MML600234,Musa Suleiman Mining Ltd,Barite,Zamfara Gold Belt,MINING LEASE,20/06/2017,2024/06/02,--,"NGN 5,410,151,638","NGN 220,688,608",Suspended,46785445877,Zamfara,TRUE,false
MML600368,Chioma Ogundimu Mining Ltd,GOLD,Sokoto Gypsum Deposit,Small Scale,09.07.2016,25/09/2021,13447.91,--,"NGN 808,711,958",INACTIVE,(965) 207-4466,Sokoto,N,false
MML600443,Kunle Ajayi Mining Ltd,COAL,Benue Coal Field,Small Scale,2016-11-14,11 September 2019,39681.77,"NGN 34,857,071,235","1,076,037,745.97 ",Inactive,234-908-272-318,Benue,FALSE,Yes
MML600256,Yusuf Okafor Mining Ltd,Columbite ,Kogi Iron Ore Field,Small Scale,09.01.2019,03-Nov-2022,53122.12,"109,796,372,400.21 ",6646818601.48,Active,234-647-154-379,Sokoto,Y,N
MML600448,Kunle Okonkwo Mining Ltd,Iron ore,Zamfara Gold Belt,Quarry Lease,not set,09 August 2029,28480.73,69232597215.11 naira,,active,0000000000,Sokoto,no,Yes
MML600440,Chinedu Okonkwo Mining Ltd,Barite,Ebonyi Lead-Zinc Site,Small Scale,2014/02/04,2023-04-11,7345.96,nil,"NGN 591,742,967",Suspended ,+234038567700,Nasarawa,Y,FALSE
MML600334,Yusuf Bello Mining Ltd,Coal,Sokoto Gypsum Deposit,Quarry lease,2012/08/31,13/05/2016,33715.11,47098955499.73 naira,2536100680.44 naira,Active,(545) 226-7528,Sokoto,yes,false
MML600354,Yusuf Abubakar Mining Ltd,Columbite,Nasarawa Barytes Mine,Exploration,09/29/2020,2022/10/17,N/A,88288710241.46 naira,"N5,528,985,083",Suspended ,(191) 485-6467,Kogi,false,Yes
MML600094,IBRAHIM NWOSU MINING LTD,limestone,Benue Coal Field,small-scale mining,21.07.2011,22 June 2021,74492.99 short tons,205761136737.0,"N7,318,340,282",Inactive,+234766270289,Ebonyi,Y,true
MML600379,Kemi Adekunle Mining Ltd,Coal,Ebonyi Lead-Zinc Site,small-scale mining,07-May-2017,25-Nov-2019,18680.08,NULL,--,Inactive,(898) 562-5753,Nasarawa,Y,N
MML600454,  musa adekunle mining ltd,gold,Benue Coal Field,Small-Scale Mining,30-Dec-2018,2026-03-01,34724.17,null,,INACTIVE,98643009818,Kogi,true,No
MML600132,Sadiq Adekunle Mining Ltd,Zinc,Plateau Mining Zone,Quarry lease,2012/06/04,29/10/2018,5426.62,"NGN 24,138,725,260","NGN 1,342,687,381",Active,(840) 369-0034,Cross River,no,false
MML600126,Fatima Mohammed Mining Ltd,Lead,Ebonyi Lead-Zinc Site,Mining Lease,28 April 2014,2016-09-25,3627.93,NIL,82926402.58 naira,Suspended ,+234851493689,Kogi,FALSE,FALSE
MML600127,Femi Chukwu Mining Ltd,Lead,Benue Coal Field,Small Scale,31-Mar-2012,unknown date,47828.34,"N23,885,830,301","NGN 989,917,524",INACTIVE,08094024455,Sokoto,yes,no
MML600268,Blessing Chukwu Mining Ltd,limestone,Sokoto Gypsum Deposit,Small Scale,2020/06/23,15/05/2026,9862.49,"NGN 39,780,646,531",1980934223.17,active,14010512382,Cross River,FALSE,Yes
MML600291,Ngozi Chukwu Mining Ltd,Columbite,Cross River Barite Site,small-scale mining,15 February 2019,14/02/2025,7132.67,"N20,537,136,141","₦783,250,972.03",Active,0712 938 7005,Nasarawa,FALSE,yes
MML600229,Sadiq Lawal Mining Ltd,Columbite,Plateau Mining Zone,Exploration,2014-09-01,2018-10-07,4511.34,2487652551.87,,Active,+234628733427,Kogi,Yes,0
MML600029,Ibrahim Adeyemi Mining Ltd,Lead,Cross River Barite Site,Quarry lease,09/07/2011,2014-06-09,227.94,"₦468,357,774.22",25175376.81,active,0543 534 6247,Nasarawa,false,1
MML600409,Chioma Yusuf Mining Ltd,Coal,Plateau Mining Zone,exploration,24-Jul-2012,19.10.2013,42407.39,"NGN 8,490,596,313","N349,122,225",Active,06200342442,Ebonyi,Yes,FALSE
MML600041,Zainab Chukwu Mining Ltd,GOLD,Ebonyi Lead-Zinc Site,Exploration,03/22/2012,16.09.2018,52330.63,"NGN 221,295,042,968",-,Reclaimed,(401) 965-5698,Cross River,No,TRUE
MML600447,Blessing Balogun Mining Ltd,Columbite,Ebonyi Lead-Zinc Site,Quarry Lease,17-Jun-2019,21/06/2022,13901.56,42905941674.21 naira,"NGN 2,718,919,481",active,02869904137,Sokoto,TRUE,no
MML600276,  IFEOMA LAWAL MINING LTD,Lead,Benue Coal Field,Small Scale,19 December 2018,2025-06-01,43635.48,"₦142,885,824,643.96",9632110354.38 naira,Abandoned,+234257905072,Ebonyi,FALSE,false
MML600183,Yusuf Okafor Mining Ltd,GOLD,Cross River Barite Site,MINING LEASE,2018/03/27,28.04.2024,61.69,178235733.68 naira,"N8,049,436",INACTIVE,234-969-078-447,Zamfara,No,TRUE
MML600383,Tunde Afolabi Mining Ltd,Lead,Ebonyi Lead-Zinc Site,MINING LEASE,19 December 2021,17-Nov-2028,3325.7,"N9,708,555,430","318,228,627.79 ",Inactive,(046) 184-9926,Zamfara,Yes,N
MML600274,Musa Lawal Mining Ltd,Iron ore,Nasarawa Barytes Mine,Mining Lease,13/09/2020,10.11.2026,64819.88 short tons,"230,279,522,271.63 ","N15,804,579,245",Reclaimed,34125286692,Cross River,No,yes
MML600284,Amaka Chukwu Mining Ltd,Tin,Benue Coal Field,Quarry lease,28/08/2021,12/04/2030,21049.21,"NGN 31,761,552,603","N1,692,724,381",Suspended ,(422) 325-3672,Sokoto,true,1
MML600139,TOBI LAWAL MINING LTD,Lead,Cross River Barite Site,Small Scale,2010-01-23,16/03/2011,62929.75 short tons,"₦233,243,661,358.24","14,789,814,173.15 ",INACTIVE,03292127799,Zamfara,Yes,Yes
MML600035,Femi Bello Mining Ltd,limestone,Plateau Mining Zone,Mining Lease,2018/12/01,03/15/2027,6827.26,"₦10,323,615,028.54","588,180,737.72 ",Abandoned,234-801-128-059,Plateau,Yes,no
MML600260,Amaka Yusuf Mining Ltd,Iron Ore,Cross River Barite Site,exploration,2016-03-25,2026/01/09,79642.68,"₦132,632,232,666.30","7,775,809,898.93 ",Suspended ,0000000000,Nasarawa,yes,No
MML600169,Wale Okonkwo Mining Ltd,GOLD,Cross River Barite Site,exploration,2012/02/01,07/23/2017,57264.49,212095208388.36,"NGN 7,007,870,193",Reclaimed,(275) 705-9640,Ebonyi,Y,No
MML600051,Kunle Adeyemi Mining Ltd,Barite,Ebonyi Lead-Zinc Site,Small Scale,10/01/2012,03.12.2019,50496.99,88922524099.46,"₦4,731,849,951.63",Reclaimed,0727 743 4873,Kogi,no,no
MML600321,  Blessing Yusuf Mining Ltd   ,Tin,Cross River Barite Site,Exploration,not set,2020-08-16,61765.24,73806260110.86,3583002348.49 naira,Inactive,00323651994,Zamfara,1,FALSE
MML600205,KUNLE CHUKWU MINING LTD,Columbite,Benue Coal Field,Quarry Lease,28.01.2017,2024-04-20,45550.5,"₦44,492,270,436.58",2554734245.16 naira,Reclaimed,234-330-833-016,Cross River,TRUE,yes
MML600017,Blessing Abubakar Mining Ltd,Columbite,Zamfara Gold Belt,exploration,2019/08/23,14/06/2029,49298.92,"N146,094,392,741","₦7,100,118,473.66",Active,0000000000,Zamfara,0,1
MML600341,Adaeze Balogun Mining Ltd,limestone,Plateau Mining Zone,Quarry lease,2011/10/14,23-Aug-2013,62046.14,263985101015.17,"N9,663,049,236",Active,52621815997,Ebonyi,N,false
MML600187,Chidi Adeyemi Mining Ltd,Gold,Kogi Iron Ore Field,exploration,N/A,2020-09-25,90103.28 short tons,"N166,862,773,127","N7,656,268,486",Suspended,0469 632 5953,Ebonyi,Y,Y
MML600104,Zainab Mohammed Mining Ltd,Gypsum,Kogi Iron Ore Field,exploration,2019-11-25,2026-01-06,57.95,"₦249,952,337.59",9521366.47,Reclaimed,09533942104,Zamfara,Yes,N
MML600380,Amaka Olawale Mining Ltd,Iron ore,Benue Coal Field,Small-Scale Mining,2020-12-10,20.10.2026,82720.57 short tons,"₦145,255,427,781.98","N8,698,355,592",active,60332309821,Ebonyi,1,Yes
MML600117,  Wale Okonkwo Mining Ltd,Gypsum,Sokoto Gypsum Deposit,Quarry lease,16-Feb-2021,2022-06-16,32532.31,"N63,394,244,704","NGN 2,799,345,948",Active,02681177589,Ebonyi,0,TRUE
MML600460,Halima Bello Mining Ltd,Columbite,Ebonyi Lead-Zinc Site,Quarry Lease,09 April 2010,2014-03-06,30954.07,"N71,603,959,020",4640602632.36 naira,Abandoned,01143519066,Zamfara,no,N
MML600269,Bisi Lawal Mining Ltd,gold,Plateau Mining Zone,exploration,2021/10/19,2031-05-26,48517.18,"92,331,323,465.05 ","₦3,053,712,502.71",Abandoned,234-258-673-622,Plateau,no,Yes
MML600404,HALIMA YUSUF MINING LTD   ,Lead,Plateau Mining Zone,Exploration,2011-09-05,01.09.2018,53908.98 short tons,"188,125,548,200.92 ",12655649979.48,Active,07829221699,Plateau,no,No
MML600401,Bisi Nwosu Mining Ltd,Coal,Plateau Mining Zone,exploration,20.05.2012,25-Dec-2018,79409.92,"172,322,534,366.56 ","NGN 10,407,655,761",Abandoned,02726149331,Cross River,N,yes
MML600420,Wale Adekunle Mining Ltd,Limestone,Cross River Barite Site,exploration,02/22/2016,07 August 2022,,148852397242.14,"₦6,183,202,480.02",Active,234-588-770-435,Benue,false,0
MML600434,amara mohammed mining ltd,Columbite ,Benue Coal Field,MINING LEASE,17.01.2019,2022-11-25,47694.76,"N138,558,864,188","NGN 5,279,581,072",Active,+234754781291,Zamfara,FALSE,Y
